tweets
"RT @haivri: I just got the vaccination. No photo, believe me. Stop #covid."
"RT @ItsMa____: How to treat Covid at home ... this was shared on a Covid survivor group...

HOW TO FIGHT COVID AT HOME
No one ever talks ab…"
"Candidly, Njoku's hands are the only thing on the team immune to Covid-19. They can't catch anything. I'll be here all game, folks. #Browns"
@realDonaldTrump @CDCgov So true! I personally know of some who passed away from a different cause but the death certificate said COVID.
Healthcare to the electoral college: seven ways 2020 left America exposed | Robert Reich https://t.co/dKQX0BFoa0
RT @Frank_Schaeffer: Palestinians are being excluded from Israeli Covid vaccine rollout as jabs go to settlers in occupied territory. Human…
RT @gmanews: China has given conditional approval for general public use for a #COVID19 vaccine developed by state-owned drug maker Sinopha…
"These young lads have convinced an owner to open up his basement so they can play dominoes, really, not convinced 

https://t.co/MSyV0xSEs2"
"RT @daleethompson: Doug Ford absolutely knew LTC homes would be devastated by the 2nd wave of COVID-19, which is why he quickly forced 2 bi…"
RT @drdavidsamadi: @realDonaldTrump The mainstream media won’t ever be honest. That’s our job on social media to spread the truth &amp; science…
RT @DrMadej: This is absolutely insane. We cannot accept this Draconian experimentation on humanity any longer. 🔥🔥🔥https://t.co/csffeOVKsi
RT @themelaniedione: I wish @twitter pretended to care about COVID misinformation they way they pretended to care about election misinforma…
RT @Rhonda52807071: Sadly my father in law died of cancer yesterday (90). To our shock they blatantly told us they have to put Covid-19 as…
"RT @pennslinger: Hospitals are being overran with covid patients in Central Pennsylvania, but @GovernorTomWolf and @PAHealthDept decided th…"
"RT @sususiao: Boun: so you didn't go anywhere recently?
Prem: didn't go anywhere. I want to go hiking again
Boun: again?!? Hiking?! 
Prem:.…"
"RT @SteveRustad1: The GOP was outraged at Obama for 4 deaths in Benghazi.

Had 16 investigations.

COVID deaths?

350,000.

No GOP outrage,…"
"RT @AP_Africa: Zimbabwe reimposes restrictions in response to rising COVID-19 cases, but many in the country are complacent and don't heed…"
@ImJustAChairTho @PastaLinguica @alterego Fresno/Clovis has an extremely high number of conservatives and is doing… https://t.co/pdbqhibOT6
RT @realDonaldTrump: The number of cases and deaths of the China Virus is far exaggerated in the United States because of @CDCgov’s ridicul…
"@Jamesy34766993 No disputing it. The government are scum and are doing what they can to prolong this. I’d say many,… https://t.co/7v23M0N7Ax"
The Oxford Covid jab is delivered this week. But when will vaccines bring results? https://t.co/ChpX3DL1oR
"RT @UKCovid19Stats: United Kingdom Daily Coronavirus (COVID-19) Report · Sunday 3rd January.

54,990 new cases (people positive) reported,…"
"RT @Acosta: CNN: The United States has now surpassed 350,000 Covid-19 deaths, according to data from Johns Hopkins University."
"RT @tomaskenn: Florida reports 31,518 new covid cases, 217 deaths in the last 48 hours. Ron Desantis is killing Floridians with his neglige…"
RT @theskindoctor13: BJP has approved two Indian vaccines for COVID. My sources told that these vaccines interfere with chemical signalling…
@ajb_powell @jimpallotta13 @plaffont @corry_wang People who couldn’t see Covid 9 months ago think they have a windo… https://t.co/eXSoAoulzG
RT @NorbartElakes: India becomes First Country in World to Politicise #Covid Vaccine
RT @JohnRentoul: Blair’s groundbreaking article in @Independent from 22 Dec is here https://t.co/j14k2x8ghz
"RT @shomaristone: JUST IN:  Fauci pushes back on Trump: Covid death numbers are 'REAL.'
""Go into the hospitals, go into the intensive care…"
"RT @IanMbugua: If curfew and other Covid-19 protocols are still in place, why not keep taxes as they are? Open up the economy, then reintro…"
RT @Independent: Keir Starmer urges Boris Johnson to introduce national lockdown within next 24 hours https://t.co/Hzrgc6yHww
@Billyhottakes 🤜 fist bump cause COVID
"Typical Right Wing #DunningKruger mentality.  .0001% of vaccines lead to some kind of injury, and we need to have a… https://t.co/EW6yHUOw5a"
RT @naledimashishi: It’s really disappointing that even though the AIDS pandemic happened within living memory so many South Africans are r…
RT @devisridhar: Strategy is absolutely key to COVID. I tried to lay out several approaches below to this.
@GordonGChang Communism sent a hallucinogenic drug called Covid-1939 and the power addicts embraced the fanstasy. T… https://t.co/zPbpQv4WFI
"TELL US ABOUT YOURSELF:

1. kurt hummel, rory gilmore, fred and george weasley
2. single
3. much better by jo bros… https://t.co/fzro8pX9Jp"
"RT @dvargha: Or in my case, “My COVID fear is bigger and better than your lack of COVID  fear. Therefore I am superior to you!” https://t.c…"
RT @TheKimutai: The covid strain in Kenya loses its infectiousity past 10pm
"@realDonaldTrump 
You keep failing
We keep dying 
https://t.co/1b3UBsxkEd"
RT @MeidasTouch: Trump is currently tweeting that the number of COVID deaths is a hoax while using a racist name to refer to the virus. Thi…
RT @SquawkaNews: OFFICIAL: Manchester City have confirmed Eric Garcia and a backroom staff member have tested positive for COVID-19. https:…
"RT @FacesOfCOVID: DENNIS BORKMAN, 76 of Groton, Connecticut died of COVID on Dec. 16.

""A quiet man of few words, but incredibly kind and w…"
"RT @m_c_marshall: Allow me to be the 94,000th person to say that if Boris Johnson thinks stricter covid controls will come in in a few week…"
"RT @isabell_jezek: Yet again police aggressively broke up #Assange #protest at #PiccadillyCircus although ppl already agreed to leave.
Got…"
"RT @ZacBissonnette: At every turn, people like Biden and Fauci and Cuomo exaggerated the risk covid posed.

And you can say: Why does that…"
"@doctor_oxford @theAliceRoberts Totally agree, I don't think people look at the bigger picture, but I'd want to kee… https://t.co/Zsn7QAwHhm"
RT @SarahFischer__: “Fighting climate change with Prime Minister Justin Trudeau’s carbon tax is like fighting COVID-19 with essential oils.…
"RT @VaGyver: Remember when Trump predicted that Covid would be gone by Spring?

#Nostradumbass"
YES they are!https://t.co/ZhVQhHuWty
"RT @SkyNews: ""Do it now - that's the necessary first step to get the virus back under control.""

Labour's Sir Keir Starmer has called for a…"
RT @Kit_Yates_Maths: Johnson making the false claim that to control coronavirus you need to shut down the economy “for the duration” I.e. s…
RT @Politics_PR: COVID-denying GOP head infects 4 family members after attending maskless White House party https://t.co/8184uaXS4c https:/…
RT @alex_abads: the gofundme nurse who almost died from covid apparently went to pv and is now out to get gaysovercovid 😳 https://t.co/51Xe…
RT @ChrChristensen: Republicans saying the elections were invalid but won't give up the seats they won in that invalid election is like Rep…
"@AmyKremer @realDonaldTrump Come one, come all! Get your free COVID-19 here! Super spreader event! Take a chance &amp;… https://t.co/zN0cSZ5Rz2"
RT @gmanews: The Food and Drug Administration (FDA) will decide on Pfizer’s emergency use authorization for its COVID-19 vaccine before the…
"RT @m_c_marshall: Allow me to be the 94,000th person to say that if Boris Johnson thinks stricter covid controls will come in in a few week…"
Senator Mitch McConnell's net worth is about $20 mil. He married into wealth and is one of the richest persons in t… https://t.co/FN0J0Dml5v
RT @WildNightStudio: @ElainaCScott My cousin is a respiratory therapist in a hospital. He tells me there are people literally dying of it i…
"RT @m_c_marshall: Allow me to be the 94,000th person to say that if Boris Johnson thinks stricter covid controls will come in in a few week…"
"Yes. Time to level up, for GB to shine. However we need to ‘finish’ vaccinations, not just jab once and declare suc… https://t.co/ZjEBH7VURQ"
"RT @KirstieMAllsopp: Covid is a horrible disease but it is very, very, very rare for it to impact children. They are still at far more dang…"
RT @piersmorgan: Watching high profile covid-deniers and down-players on here continue to spew their conspiracy theory crap even as cases &amp;…
RT @themelaniedione: I wish @twitter pretended to care about COVID misinformation they way they pretended to care about election misinforma…
"RT @RepKinzinger: As the #117thCongress begins, there are areas we can find bipartisan agreement.  1) defend ourselves and our friends agai…"
"RT @RepKinzinger: As the #117thCongress begins, there are areas we can find bipartisan agreement.  1) defend ourselves and our friends agai…"
@mcash More chance you’ll die in an accident on the way to your meeting than from covid but you continue with your agenda.
RT @rupert_pearse: COVID ICU again today. Almost all my patients are less than 60 years old and previously fit. Some are very young. If you…
Agbonlahor was talking sense on sky sports news this morning. The only way to stop players from breaching covid rul… https://t.co/JcaDmJAiRu
RT @WendellPierce: Today I’m in Savannah GA. joining VP-elect Kamala Harris campaigning for @GeorgiaDemocrat @ossoff @ReverendWarnock While…
@realDonaldTrump @CDCgov Why are deaths from all causes running over 10% more this year then the previous 5 years?… https://t.co/Z63ZWxI20F
"Airdog  Air Purifier,Killing Covid Virus...,Different from the traditional HEPA filter passive filtration
HP/Wa: 08… https://t.co/fbVdq1GaxO"
"RT @PeterKGeoghegan: Britain needs to deal with how, and why, a tiny group of newspaper columnists, backbench MPs, and anonymously funded t…"
"RT @EoinHiggins_: Don't know how this will be spun as ""not genocide"" but it is in fact genocidal
https://t.co/fItOoPnGuv"
"RT @HarbRimah: Fight against Covid boosts public interest in science https://t.co/2PPCkV5aab 

#MachineLearning #DataScience #Python #AI #1…"
The US is not prepared for the next phase of COVID-19 vaccinations https://t.co/01ZjiISQwM via @Yahoo
"RT @ncbn: I offer my thanks and gratitude to scientists and teams at
@SerumInstIndia and @BharatBiotech for all their hard work and commitm…"
"RT @ArbiKha32401407: #promotemedicalstudents
 we are not afraid of exam we afraid to put our lives in danger 
@uhs 
#szambu 
Covid infectio…"
@News24 @nickymccain Covid? Where was Cele?
RT @joehick58: Fauci pushes back on Trump: Covid death numbers are 'real' https://t.co/AOwuTFXMcs
#Palestine #Health #Coronavirus #COVIDー19 #CovidVaccine --&gt; Palestinians excluded from Israeli Covid vaccine rollou… https://t.co/VfYaD2g06i
"RT @cnnbrk: US Surgeon General Dr. Jerome Adams said he has ""no reason to doubt"" the CDC's Covid-19 death toll, contradicting President Tru…"
RT @Hamptonyount: Ducktales gave Larry King COVID and I have evidence
RT @mariofusco: Here in Italy people started to share this figure claiming that this is the diagram of the 5G chip that has been inserted i…
"RT @shomaristone: JUST IN:  Fauci pushes back on Trump: Covid death numbers are 'REAL.'
""Go into the hospitals, go into the intensive care…"
@RexChapman If you attend something like that and catch COVID I think your insurance company should have the right to deny your claim.
"RT @shomaristone: JUST IN:  Fauci pushes back on Trump: Covid death numbers are 'REAL.'
""Go into the hospitals, go into the intensive care…"
RT @GrimReaper1960: Weston Super Mare covid 19 testing centre empty👇 https://t.co/N0CBS5H96o
"RT @Acosta: CNN: The United States has now surpassed 350,000 Covid-19 deaths, according to data from Johns Hopkins University."
"RT @alanmcn1: Totally clueless comment. Children are not in danger by going to school (largely, children can and do get serious Covid). But…"
RT @bIondiewasabi: LA has stopped transporting heart attack and stroke victims to hospitals because there are no beds due to covid overload…
@essexlive Thought the Danbury medical centre was administering the Covid vaccine ? 🤔
RT @nypost: 'Growing body of evidence' shows COVID-19 leaked from Chinese lab: US official https://t.co/gEjdOmAdcM https://t.co/savTlHIuTh
@nspector4 @Bzubyk 1) BC continued to fight COVID during the election. Zero tools down. 2) Most of the world has be… https://t.co/7iHkC5kiCX
We were supposed to have that F1 festival last year then Covid-19 happened 😭
"RT @DaveWardGS: Ok let’s do this. All the science says opening schools again tomorrow will lead to the spread of covid and more deaths. 

O…"
"RT @MarkAlanMarks1: According to the UK Medical Health Products Regulatory Agency - that has received £980,00 from the Bill and Melinda Gat…"
"RT @lolimmarat: ok listen 
if you are an Annus 
don’t worry about what’s in the covid vaccine you’re FINE /j"
"RT @shomaristone: JUST IN:  Fauci pushes back on Trump: Covid death numbers are 'REAL.'
""Go into the hospitals, go into the intensive care…"
Keir Starmer demands new national squeeze within 24 hours to stop 'out of control' mutant Covid https://t.co/HxGN0vvHCp
"@LeslynLewis why isn't there a push for low cost home COVID testing?

or a campaign to tell people about the benefi… https://t.co/1NZXvBcOqC"
"RT @ItsMa____: How to treat Covid at home ... this was shared on a Covid survivor group...

HOW TO FIGHT COVID AT HOME
No one ever talks ab…"
"RT @IrfanDhalla: Children (in the UK) are much more likely than adults (for older kids, nearly 8x more likely) to be the first case of Covi…"
@murray_nyc Trump administration action on covid: https://t.co/onkvGbWpzy
CHURCH 🙏☝️🇺🇸!!! #GITRIGHT #GODSSOLDIERS #GODITRUST #PSALM23 #BLESSED #ATHLETE #CHURCH #losangeles #beverlyhills… https://t.co/fjhfzsCZ85
RT @SMICK46622486: Sons covid test came back positive 12 years of age this is everywere
"Pope says stop the spread 
https://t.co/Nogyi8osHS"
RT @mariofusco: Here in Italy people started to share this figure claiming that this is the diagram of the 5G chip that has been inserted i…
RT @dremilyportermd: From an ER doc colleague: “I had a COVID pt today with sats in the mid 80s on 6L tell me I was going to tell him he ha…
RT @AJEnglish: Two ‘made in India’ COVID vaccines approved for emergency use https://t.co/JQ4EbZ1Gjz
"RT @Naveen_Odisha: Glad to share that #Odisha has successfully surpassed 7 million #COVID19 test milestone. Salute to the spirit, disciplin…"
RT @FresYas: Fresno has a major gun violence and COVID/anti-masker problem. Today was a disheartening day for Fresno.
RT @realDonaldTrump: The number of cases and deaths of the China Virus is far exaggerated in the United States because of @CDCgov’s ridicul…
RT @Schools_ABC: We are launching a solidarity fund to support working class families at risk of school absence fines &amp; criminalisation dur…
@JackQuack9 @EddieHearn @AshleyTheophane That fight isn't happening in the UK even without Covid. Fight is way too big.
"RT @timjames16: @ukiswitheu Absolute rubbish.  You are either very foolish or very dishonest.

Look at all cause mortality.  Do you actuall…"
Sir Keir Starmer calls for national lockdown 'within 24 hours' to tackle Covid-19. Starmer has spoken. General Inde… https://t.co/1DGMBc2ff9
"RT @SkyNews: ""The virus is clearly out of control.""

Labour leader Sir Keir Starmer has called for the UK to bring in fresh national #COVID…"
"@itsJeffTiedrich @realDonaldTrump @CDCgov Yes it does bc we have two years of flu cases hidden by ""covid"". People s… https://t.co/jT0O87XIzo"
If y’all get severe COVID I wouldn’t feel bad at all because y’all think shit is a game.
"COVID Deaths Are Greatly Exaggerated,He Must Be Talking About All of the Poisonings and Shootings They Threw on the… https://t.co/uT5EzS5yhr"
RT @FresYas: Fresno has a major gun violence and COVID/anti-masker problem. Today was a disheartening day for Fresno.
RT @guardiannews: Palestinians excluded from Israeli Covid vaccine rollout as jabs go to settlers https://t.co/MSpilCIM2u
"VIDEO - Jerome Adams Contradicts Trump on Covid-19 Death Toll: ‘From a Public Health Perspective, I Have No Reason… https://t.co/61yYhNQIv7"
Another celebrity I've lost respect for. Covid can still be pretty damned horrific in kids. Especially as there's a… https://t.co/rGvzgZ6JG2
@Karenknowsbest @sandyinsomerset Parents should keep their children at home if they know they/loved ones will die i… https://t.co/1hnb9EUFPa
"RT @miss_anathea: We still have to figure out if Covid-19 is real, if the vaccine doesn't have the mark of the beast, if Bill Gates isn't t…"
@Santos4Congress @nytimes Because a news paper published a picture you posted on social media? You’re pathetic. Hop… https://t.co/E6SANUuoAv
"@cher Cher your voice is a lot more powerful than mine.
Please call attraction to 80% of covid-19 deaths are people… https://t.co/AzDPkeE5vb"
"RT @business: AstraZeneca and the University of Oxford’s Covid-19 vaccine wins U.K. clearance, marking the first approval worldwide for a s…"
RT @girishjohar: Who better than #ThalapathyVijay to take onus of getting audiences back to theatres📽💞Bravo @actorvijay 👏🏻💫 has lowered eco…
It’s a new year and we’re all excited to get back to our pre-pandemic normal. Medical experts say change is coming!… https://t.co/aYTWUJcFPC
RT @realDonaldTrump: The number of cases and deaths of the China Virus is far exaggerated in the United States because of @CDCgov’s ridicul…
"UK records more than 50,000 new cases for sixth day running - as number of deaths passes 75,000 #Covid19UK  https://t.co/VR0u6ucRQ0"
"RT @UKCovid19Stats: United Kingdom Daily Coronavirus (COVID-19) Report · Sunday 3rd January.

54,990 new cases (people positive) reported,…"
RT @SuzanneEvans1: Utterly unbelievable that our country is now in such a bloody awful state that a petition such as this is needed. My god…
@realDonaldTrump Your covid program is a disaster.  You killed over 350k innocent citizens.  How do you live with y… https://t.co/StWnAEaabv
"Covid-19's mysterious long term effects
https://t.co/WPZDeMAAfv"
RT @realDonaldTrump: The number of cases and deaths of the China Virus is far exaggerated in the United States because of @CDCgov’s ridicul…
"@kerry715 @honnnnie2 Trump ADMITTED on TAPE he knew Covid was not the flu, deadly - and SAID he CHOSE to downplay i… https://t.co/tkxaRGVIl9"
RT @mnboss1: Fauci to Trump after he tweeted the CDC exaggerates the number of COVID-19 cases: 'The deaths are real' #SmartNews  https://t.…
RT @BruceTheMooose1: The governor of Ohio has admitted that 60% of the people working in nursing homes have refused the COVID-19 vaccine. W…
Trump's surgeon general cornered on CNN over president's COVID-19 death toll lies https://t.co/O069AxJray
RT @ShanelleLittle: Ok so take $150 out of your stimulus.. go get you an LLC.  Now... light that LLC on fire hopefully someplace with good…
"RT @jcm247: PLEASE HEED MEDICAL ADVICE.
Prevent person to person transmission.
Patients left in corridors as Covid pressure leaves ICUs sho…"
RT @ewarren: Reminder: Republicans Kelly Loeffler and David Perdue both played down the danger of COVID-19 in public while privately tradin…
RT @realDonaldTrump: The number of cases and deaths of the China Virus is far exaggerated in the United States because of @CDCgov’s ridicul…
"RT @weareoversight: Billions in Covid-19 relief funds have gone to companies with histories of misconduct, to businesses that have continue…"
"RT @J21O: The GOP is heavily profiting off of Covid cases it seems. 

Would love to see what they’ve all been investing in the last 9 month…"
RT @murray_nyc: @realDonaldTrump @CDCgov The sad reality is that if the USA had had a more competent &amp; effective president during this pand…
"@budairport hi, it’s very important that the aéroport staff be vaccinated with the Covid vaccine...thanks"
"@jasonleitch @Ianblackford_MP Has Scotland confirmed enough supply of 2nd dose for 12 weeks time?
It would be unfor… https://t.co/bCxwHBmaW8"
"RT @daveclements_: What is the point of being leader of the opposition if you never oppose government policy, but instead insist they do th…"
"@realDonaldTrump You didn't work. You golfed. You tweeted. You flew around making super-spreader events, which ende… https://t.co/Feggx7seZp"
"RT @Acosta: CNN: The United States has now surpassed 350,000 Covid-19 deaths, according to data from Johns Hopkins University."
RT @SenKamalaHarris: California continues to battle record numbers of COVID-19 cases and hospitalizations. We have to do everything we can…
RT @Samynemir: I LOVE ❤️ Chinese food and we should support the restaurants during COVID if we can. 🤗
"@JFrazier_ Damn by now Covid 19 already got a nuclear kill, UAV,AirStrike, and all kinda of scorestreak from every… https://t.co/sY1hrnDa8P"
RT @MeidasTouch: Trump is currently tweeting that the number of COVID deaths is a hoax while using a racist name to refer to the virus. Thi…
@JustinMNelson @sigtruth @KrisWheelock1 @TheRightMelissa @realDonaldTrump @CDCgov It's good to know you haven't bee… https://t.co/dpBf0pUQAl
@GavinWilliamson I just read about this 6 year old in an induced coma last month becuase of Covid. Maybe you could… https://t.co/VJ4kifyHo9
"RT @ABC: COVID-19 is a highly transmissible disease, but evidence shows that small indoor gatherings and households are where the novel cor…"
RT @Rechiecorpuz07: Take me back to life without covid.
@NewsPolitics @JoeBiden Because of Covid Jon
"RT @SFGate: One mask-less protestor claims Trader Joe's will be ""legally prosecuted"" for barring them from entering the store, to which an…"
RT @SocialistVoice: Palestinians excluded from Israeli coronavirus vaccine rollout as jabs go to Zionist settlers illegally living in the o…
@JRThurner @jkwan_md @covid_canada I heard as well
"@LouLou_Rejoiner It is his best - that's the worry. 

His best is so bad that a monkey could produce a better Covid… https://t.co/RVbGfckdZl"
"RT @airnewsalerts: COVID-19 Vaccine is safe

Registration is Mandatory for Vaccination 

#CoronaVaccine https://t.co/IQzPmo5XSk"
RT @ActorVijayFC: #MasterFilm tamil version with English subtitles will be screened in Japan at Kineca Omori and SKIP city from Jan 13th to…
"RT @BravinYuri: United Kingdom is shutting down schools due to the surge in Covid-19 cases and the new Coronavirus variant. In Kenya, we ar…"
RT @shannonrmp: Me still pretending I’m 25 for every year of youth covid takes away https://t.co/qhKTLiIkL2
"RT @Acosta: CNN: The United States has now surpassed 350,000 Covid-19 deaths, according to data from Johns Hopkins University."
"RT @SkyNews: ""Do it now - that's the necessary first step to get the virus back under control.""

Labour's Sir Keir Starmer has called for a…"
"@Glic16 ah shure makes no odds, we'll all be sterile with the covid jab."
RT @NL_Times: Deaths linked to Covid-19 up 20 percent this week https://t.co/Ao5LLSLcXd
@CxnzieCFC What Covid ??
RT @bIondiewasabi: LA has stopped transporting heart attack and stroke victims to hospitals because there are no beds due to covid overload…
The vaccine &amp; end of #COVID has tremendous impact on our kids. https://t.co/meU8w5KlQM
RT @ddanpereira: Republicans dont want to wear masks or be socially distant cuz we have been a “Me Me Me” culture since the horrible Reagan…
RT @sarbanandsonwal: PM @narendramodi ji has been ranked #1️⃣ among world leaders by US data firm Morning Consult. Modi ji has not only ste…
RT @Rhonda52807071: Sadly my father in law died of cancer yesterday (90). To our shock they blatantly told us they have to put Covid-19 as…
"RT @andraydomise: What the fuck
https://t.co/EF6DFBgbYW"
@GlobalEdmonton I support everyone's right to choose their lawful conduct in life. I don't believe it's the media o… https://t.co/SBpd4swaNM
RT @Politics_PR: COVID-denying GOP head infects 4 family members after attending maskless White House party https://t.co/8184uaXS4c https:/…
RT @bIondiewasabi: LA has stopped transporting heart attack and stroke victims to hospitals because there are no beds due to covid overload…
"RT @JJHTweets: Japan, a densely populated island nation reported 819 new Covid cases yesterday.

UK, a densely populated island nation repo…"
"RT @IrfanDhalla: Children (in the UK) are much more likely than adults (for older kids, nearly 8x more likely) to be the first case of Covi…"
RT @realDonaldTrump: The number of cases and deaths of the China Virus is far exaggerated in the United States because of @CDCgov’s ridicul…
RT @Becky_Deeryyyyy: When the number of covid positives were at 1000 in Ireland student nurses and midwives were deemed unfit to “work” as…
RT @AllysonPollock: This is incorrect. No evidence that asymptomatic transmission especially from healthy children to adults is major drive…
RT @Chilechamz: I tested positive for Covid 19. And I am just now recovering from it. I am pretty sure everyone who I was with in the last…
"RT @Reuters: UK reports 54,990 new COVID-19 cases on Sunday, 454 deaths https://t.co/SrWWZzuqw5 https://t.co/KE1FXr7d3y"
"RT @Liz_Wheeler: Hahahahaha of course they want us to wear masks forever, even after COVID. These people are so nuts. https://t.co/utSXKROR…"
@TheRaymondmills @SpokespersonGoK @StateHouseKenya We have some bus companies carrying full capacity but charging u… https://t.co/3BSQciZRVl
"RT @XHNews: Latest count of confirmed COVID-19 cases worldwide at 1500 GMT, Jan. 3: Johns Hopkins University
World: 84,681,802
U.S.: 20,431…"
"RT @TrollFootball: The most repeated words in 2020:

- Covid
- Corona
- Pandemic
- Lockdown
- Vaccine
- Bayern scores
- Bayern scores
- Bay…"
RT @realDonaldTrump: The number of cases and deaths of the China Virus is far exaggerated in the United States because of @CDCgov’s ridicul…
"Top photo story: Covid-19 Pandemic Likely Improved Your Commute to Work - WSJ https://t.co/UZmakK3p8J, see more https://t.co/cjRjppruJQ"
"RT @rowheyourboat: Copper masks are not effective against COVID.

1. Copper is antibacterial, sure, but COVID isn't bacteria. It's a virus.…"
"RT @orfonline: The year 2020 was a bad year for the world — owing to Covid-19 pandemic — but for the Middle East, it was even worse. https:…"
"RT @MajorPatriot: In less than 24 hours:

Virginia state Sen. Ben Chafin Jr. dies after ""contracting Covid-19""

Pennsylvania House Represen…"
@BradSpellberg @CNN thanks again Dr. Spellberg for your next incisive interview!  I got carried away and said you a… https://t.co/muaHu0SLNJ
RT @EricTopol: We argued in our essay that the natural infection immune response to #SARSCoV2 is not as good as the mRNA vaccine induced re…
"RT @nicktolhurst: +UPDATE+

""Tougher COVID restrictions could be on the way in England, Boris Johnson said""...

...but Prime Minister wants…"
does everyone seriously believe that just cuz its 2021 covid-19 is magically gonna self delete- https://t.co/bPUdbdj0nF
"RT @ItsMa____: How to treat Covid at home ... this was shared on a Covid survivor group...

HOW TO FIGHT COVID AT HOME
No one ever talks ab…"
"RT @kpjpsp: Given his ongoing lies &amp; egregious disinformation re Covid, failed response, messaging re masks +not as deadly as it is -even t…"
"RT @NewsHour: When people don’t follow public health guidelines, calling health care workers heroes ""rings a little bit hollow,"" Dr. Christ…"
"@Santos4Congress After watching that COVID infused party, all I can say is ... https://t.co/agYwIEgkpW"
RT @fakesayings_: No negativity in 2021 unless it's Covid or pregnancy tests
"@ScottMyron2 @ImCoolRYou @sussike1 @RRyki @JoeBiden A) there’s no mask law, they literally can’t impose it legally… https://t.co/4Bn9lYseJw"
"RT @Reuters: UK reports 54,990 new COVID-19 cases on Sunday, 454 deaths https://t.co/SrWWZzuqw5 https://t.co/KE1FXr7d3y"
"RT @SkyNews: ""The virus is clearly out of control.""

Labour leader Sir Keir Starmer has called for the UK to bring in fresh national #COVID…"
"RT @StrongerStabler: Boris Johnson &amp; Matt Hancock, acted “unlawfully” when appointing key figures (inc Dido Harding) to Covid posts... They…"
Keir Starmer calls for immediate lockdown in England as Covid cases soar https://t.co/O9HFs3tjdb
"RT @YourGibraltarTV: Government Confirms Eighth Death Related To COVID-19
https://t.co/l3obDenPNv"
@TV9Bharatvarsh Any Attempt to create Havoc &amp;  misleading people by some Senseless Politicians Regarding Covid -19… https://t.co/WER2pEfqAl
RT @rupert_pearse: COVID ICU again today. Almost all my patients are less than 60 years old and previously fit. Some are very young. If you…
